acc_x	acc_y	acc_z	mag	dif_x	dif_y	dif_z	diff_mag
0.28	-0.14	0.95	1.00	3412.80	3214.40	2291.20	5218.16	
0.26	-0.16	1.00	1.04	4036.00	2925.60	1804.00	5301.21	
0.22	-0.18	1.03	1.06	4189.60	2500.80	1374.40	5069.10	
0.19	-0.16	1.04	1.06	4380.80	2322.40	1374.40	5145.28	
0.13	-0.14	1.06	1.08	2828.80	2322.40	1374.40	3909.56	
0.17	-0.11	1.09	1.10	1837.60	1205.60	1374.40	2592.15	
0.16	-0.11	1.11	1.13	1837.60	946.40	712.80	2186.44	
0.14	-0.11	1.12	1.13	1820.80	946.40	627.20	2145.78	
0.12	-0.09	1.11	1.12	1820.80	673.60	627.20	2040.20	
0.07	-0.08	1.10	1.11	1739.20	528.00	667.20	1936.17	
0.04	-0.08	1.09	1.09	872.80	440.00	808.80	1268.68	
0.02	-0.06	1.06	1.06	713.60	520.80	1080.00	1395.30	
0.02	-0.05	1.03	1.03	655.20	833.60	1036.00	1482.39	
0.03	-0.04	1.00	1.00	656.80	833.60	1220.00	1617.00	
0.05	-0.03	0.97	0.97	1246.40	912.80	1165.60	1935.29	
0.08	0.00	0.93	0.93	1092.00	1393.60	1308.80	2201.71	
0.10	0.04	0.89	0.90	984.80	1588.80	1392.80	2331.10	
0.13	0.05	0.86	0.87	1407.20	1588.80	1392.80	2538.58	
0.06	0.16	0.81	0.83	3499.20	4667.20	1858.40	6122.16	
0.07	0.14	0.73	0.74	3682.40	5502.40	2952.80	7249.52	
0.09	0.10	0.63	0.65	4243.20	5960.80	3046.40	7925.68	
-0.02	0.08	0.63	0.63	7754.40	5960.80	2944.80	10214.39	
-0.07	0.09	0.67	0.68	7754.40	6311.20	4064.80	10792.80	
-0.05	0.10	0.70	0.71	7754.40	6120.00	4064.80	10682.12	
-0.08	0.09	0.80	0.81	8448.80	6560.80	6183.20	12355.50	
-0.06	0.00	0.93	0.93	9026.40	8343.20	6933.40	14112.30	
-0.03	-0.10	1.06	1.07	8886.40	8136.80	6647.80	13761.14	
-0.03	-0.17	1.19	1.20	8886.40	8136.80	6647.80	13761.14	
0.05	-0.34	1.33	1.38	6487.20	3916.80	6647.80	10080.59	
0.09	-0.39	1.51	1.57	7140.00	4218.40	6647.80	10628.63	
0.11	-0.47	1.70	1.77	7140.00	5368.00	3988.60	9782.84	
0.27	-0.61	1.81	1.93	5611.20	6675.20	2868.60	9180.02	
0.35	-0.80	1.89	2.08	3143.20	6614.40	2868.60	7865.04	
0.34	-0.98	1.98	2.23	3143.20	5914.40	750.20	6739.63	
0.35	-1.11	1.98	2.30	2748.80	4132.00	519.00	4989.86	
0.33	-1.16	1.88	2.24	2748.80	3652.80	3314.20	5646.48	
0.31	-1.19	1.72	2.11	2475.20	3652.80	5251.00	6858.76	
0.29	-1.21	1.51	1.96	1900.80	3324.00	6979.00	7960.43	
0.30	-1.20	1.24	1.75	1660.00	3599.20	8783.00	9635.92	
0.27	-1.15	0.96	1.52	1944.00	4420.80	9334.20	10509.51	
0.24	-1.04	0.65	1.25	1954.40	4888.00	9982.20	11285.24	
0.20	-0.88	0.34	0.96	828.80	5399.20	10165.40	11540.09	
0.19	-0.71	0.05	0.73	828.80	5651.20	10165.40	11660.12	
0.19	-0.54	-0.24	0.62	853.60	4861.60	9646.40	10835.90	
0.20	-0.40	-0.50	0.67	853.60	3637.60	6851.20	7803.83	
0.20	-0.30	-0.67	0.76	853.60	3488.00	5072.80	6215.15	
0.20	-0.19	-0.78	0.83	1133.60	3424.80	3344.80	4919.55	
0.21	-0.10	-0.83	0.87	1052.80	2685.60	1672.00	3334.13	
0.20	-0.03	-0.82	0.84	943.20	2044.00	2238.40	3174.59	
0.20	0.02	-0.78	0.80	943.20	1576.80	2479.20	3085.83	
0.19	0.06	-0.69	0.72	1288.80	1159.20	3248.80	3682.32	
0.17	0.07	-0.57	0.59	1412.00	907.20	3831.20	4182.68	
0.14	0.08	-0.44	0.47	1418.40	907.20	4120.80	4451.50	
0.14	0.08	-0.31	0.35	1418.40	907.20	4042.40	4379.03	
0.13	0.10	-0.19	0.25	1418.40	1348.80	4425.60	4839.12	
0.12	0.13	-0.05	0.18	1418.40	981.60	4409.60	4734.97	
0.09	0.15	0.10	0.20	1352.00	1024.80	4824.80	5114.37	
0.07	0.17	0.25	0.31	1230.40	1039.20	4433.60	4717.06	
0.05	0.18	0.39	0.44	1359.20	1039.20	4332.80	4658.38	
0.03	0.20	0.54	0.58	905.60	1136.00	3990.40	4246.63	
0.02	0.21	0.66	0.70	851.20	1136.00	3008.00	3326.12	
0.02	0.22	0.76	0.79	851.20	1136.00	2830.40	3166.42	
0.03	0.23	0.85	0.88	672.00	1136.00	2384.80	2725.68	
0.03	0.25	0.93	0.96	672.00	789.60	2155.20	2391.64	
0.03	0.27	1.00	1.04	672.00	736.80	2010.40	2244.14	
0.03	0.27	1.07	1.10	661.60	664.80	1742.40	1978.80	
0.02	0.27	1.12	1.15	701.60	661.60	1542.40	1819.05	
0.02	0.26	1.16	1.19	546.40	651.20	1402.40	1639.92	
0.02	0.25	1.20	1.23	571.20	884.80	975.20	1435.32	
0.01	0.23	1.23	1.25	396.80	779.20	944.80	1287.34	
0.01	0.20	1.26	1.28	460.00	835.20	882.40	1299.15	
0.01	0.19	1.29	1.30	460.00	792.00	925.60	1302.15	
0.02	0.17	1.32	1.33	395.20	1078.40	975.20	1506.70	
0.01	0.14	1.34	1.34	395.20	1078.40	773.60	1384.77	
0.02	0.12	1.35	1.35	677.60	1026.40	626.40	1380.22	
0.02	0.10	1.34	1.35	723.20	985.60	736.80	1427.34	
0.01	0.09	1.33	1.33	742.40	903.20	972.80	1520.94	
0.01	0.08	1.32	1.32	806.40	760.80	1029.60	1513.00	
0.01	0.08	1.31	1.31	806.40	760.80	1029.60	1513.00	
0.01	0.09	1.31	1.31	876.80	760.80	1029.60	1551.67	
-0.00	0.10	1.31	1.31	824.00	658.40	1031.20	1475.07	
-0.00	0.10	1.30	1.31	810.40	658.40	1192.00	1584.65	
-0.00	0.11	1.29	1.29	760.80	647.20	1300.80	1640.05	
0.00	0.12	1.27	1.27	747.20	586.40	1283.20	1596.49	
-0.00	0.14	1.25	1.26	555.20	579.20	946.40	1240.72	
0.01	0.15	1.25	1.26	665.60	355.20	849.60	1136.23	
0.02	0.14	1.26	1.27	665.60	545.60	1020.80	1335.19	
0.03	0.12	1.30	1.30	538.40	716.80	1284.00	1565.99	
0.03	0.10	1.31	1.32	590.40	734.40	1076.80	1430.88	
0.04	0.09	1.31	1.32	784.80	601.60	1043.20	1437.39	
0.06	0.07	1.29	1.29	778.40	789.60	1278.40	1692.24	
0.07	0.04	1.25	1.26	778.40	1080.00	1695.20	2155.46	
0.08	0.01	1.20	1.20	632.00	1231.20	2392.00	2763.50	
0.10	-0.05	1.12	1.12	805.60	1938.40	3468.00	4053.81	
0.11	-0.13	1.00	1.01	696.80	2602.40	4480.00	5227.66	
0.10	-0.22	0.83	0.87	810.40	2740.00	6174.40	6803.50	
0.11	-0.29	0.62	0.69	1113.60	2526.40	7515.20	8006.31	
0.11	-0.35	0.29	0.47	1284.00	2470.40	10456.00	10820.33	
0.13	-0.37	-0.04	0.39	1736.80	2470.40	10784.80	11199.61	
0.20	-0.38	-0.37	0.57	3612.00	2235.20	10387.20	11222.15	
0.21	-0.37	-0.69	0.81	3612.00	2772.00	9728.00	10740.79	
0.16	-0.36	-0.99	1.06	5246.40	2772.00	8947.20	10735.97	
0.12	-0.35	-1.26	1.31	5246.40	2772.00	7852.80	9842.52	
0.12	-0.29	-1.50	1.53	5296.00	3612.80	6840.80	9375.31	
0.16	-0.17	-1.68	1.70	6404.00	4878.40	5146.40	9554.86	
0.19	-0.03	-1.75	1.76	5987.20	5001.60	3805.60	8680.16	
0.20	0.06	-1.66	1.68	5987.20	4602.40	6613.60	10038.34	
0.24	0.08	-1.31	1.33	5117.60	4136.00	12252.00	13907.11	
0.24	-0.05	-0.91	0.94	4965.60	7660.00	13107.00	15972.67	
0.15	-0.23	-0.51	0.58	4066.40	9408.00	13107.00	16638.50	
0.08	-0.44	-0.11	0.46	3596.80	8789.60	13107.00	16186.03	
0.07	-0.63	0.29	0.70	3596.80	8776.00	13107.00	16178.65	
0.00	-0.72	0.69	1.00	4962.40	8776.00	12940.60	16404.35	
-0.09	-0.80	1.09	1.35	4962.40	8776.00	12286.20	15893.22	
-0.21	-0.87	1.46	1.72	4541.60	8776.00	10235.00	14226.72	
-0.31	-0.93	1.78	2.03	4195.20	7519.20	6493.40	10784.36	
-0.37	-0.93	1.97	2.21	4172.80	7667.20	855.00	8770.93	
-0.46	-0.88	2.00	2.23	4830.40	7667.20	0.00	9061.94	
-0.50	-0.73	2.00	2.19	3551.20	7667.20	0.00	8449.67	
-0.47	-0.54	1.98	2.10	4521.60	7667.20	810.20	8937.97	
-0.38	-0.35	1.91	1.98	4994.40	7913.60	2031.80	9575.87	
-0.30	-0.14	1.79	1.82	4994.40	4960.00	3884.60	8039.64	
-0.16	-0.04	1.68	1.69	4984.00	3546.40	3884.60	7246.19	
-0.06	0.05	1.52	1.52	4665.60	3255.20	5227.80	7726.19	
0.04	0.11	1.37	1.37	4603.20	2830.40	5227.80	7518.68	
0.12	0.14	1.24	1.26	3948.80	1910.40	5227.80	6824.41	
0.16	0.14	1.18	1.20	3948.80	1910.40	5227.80	6824.41	
0.23	0.15	1.09	1.12	2654.40	1910.40	5991.80	6826.21	
0.26	0.16	1.02	1.06	1708.00	1910.40	5181.60	5780.65	
0.23	0.17	0.98	1.02	2713.60	1724.80	3973.60	5111.56	
0.19	0.16	0.98	1.01	2547.20	2216.00	3973.60	5214.25	
0.15	0.14	1.02	1.04	2870.40	1940.00	3901.60	5217.78	
0.08	0.13	1.05	1.06	2197.60	1940.00	3901.60	4880.12	
0.04	0.10	1.12	1.13	2256.00	1988.80	3766.40	4819.82	
-0.01	0.05	1.21	1.21	2133.60	1959.20	3458.40	4511.24	
-0.04	-0.00	1.25	1.25	1615.20	1852.80	2092.00	3227.72	
-0.06	-0.05	1.23	1.23	1615.20	1328.00	1513.60	2581.36	
-0.07	-0.07	1.23	1.23	1615.20	906.40	1460.00	2358.40	
-0.07	-0.08	1.21	1.21	1496.00	906.40	1509.60	2310.51	
-0.05	-0.09	1.18	1.19	932.80	547.20	1360.00	1737.57	
-0.03	-0.08	1.17	1.17	1025.60	374.40	973.60	1462.85	
-0.02	-0.07	1.17	1.17	1025.60	370.40	923.20	1428.76	
0.01	-0.07	1.17	1.18	1036.80	370.40	923.20	1436.82	
0.04	-0.06	1.18	1.18	1071.20	318.40	692.80	1314.85	
0.06	-0.06	1.17	1.17	728.00	319.20	309.60	853.07	
0.08	-0.06	1.17	1.18	748.80	297.60	309.60	863.20	
0.10	-0.06	1.17	1.18	547.20	272.80	277.60	671.50	
0.11	-0.05	1.17	1.17	348.00	272.80	473.60	647.94	
0.11	-0.05	1.14	1.15	348.00	359.20	1174.40	1276.46	
0.12	-0.05	1.13	1.13	262.40	385.60	1174.40	1263.63	
0.12	-0.05	1.11	1.11	256.80	385.60	1200.80	1287.07	
0.12	-0.06	1.09	1.10	255.20	420.80	1199.20	1296.26	
0.11	-0.06	1.07	1.08	416.80	340.80	1184.80	1301.39	
0.11	-0.06	1.06	1.07	343.20	376.00	1162.40	1268.99	
0.11	-0.06	1.04	1.05	343.20	309.60	1273.60	1354.88	
0.10	-0.05	1.03	1.04	661.60	856.80	1210.40	1623.85	
0.09	-0.04	1.02	1.02	661.60	765.60	1063.20	1467.74	
0.10	-0.04	1.00	1.01	895.20	867.20	921.60	1550.09	
0.10	-0.05	1.02	1.02	893.60	848.00	651.20	1393.44	
0.10	-0.05	1.03	1.03	996.80	848.00	1072.80	1692.22	
0.10	-0.04	1.04	1.05	986.40	1095.20	1030.40	1798.38	
0.10	-0.03	1.06	1.06	986.40	1175.20	1127.20	1903.85	
0.10	-0.01	1.08	1.08	984.80	1371.20	1084.00	2006.26	
0.08	0.02	1.11	1.11	1343.20	1790.40	1657.60	2785.20	
0.08	0.05	1.12	1.12	1050.40	1243.20	1459.20	2185.90	
0.09	0.05	1.11	1.12	1140.00	1243.20	1505.60	2260.97	
0.10	0.06	1.11	1.11	1024.80	1243.20	1459.20	2173.71	
0.10	0.07	1.11	1.11	1092.80	1243.20	1388.00	2160.16	
0.11	0.08	1.11	1.12	1172.80	988.00	1388.00	2068.37	
0.13	0.07	1.09	1.10	1255.20	1276.80	1388.00	2265.46	
0.16	0.03	1.10	1.12	1369.60	1874.40	1660.80	2854.37	
0.17	0.03	1.10	1.11	1369.60	1874.40	1866.40	2978.70	
0.17	0.02	1.09	1.10	1369.60	1874.40	1916.80	3010.53	
0.19	0.02	1.07	1.08	1107.20	1761.60	1140.80	2372.88	
0.20	0.01	1.07	1.09	942.40	1604.00	1215.20	2222.08	
0.21	0.00	1.08	1.10	932.80	1604.00	1215.20	2218.03	
0.22	-0.00	1.08	1.11	1061.60	1604.00	1215.20	2275.20	
0.22	-0.00	1.09	1.11	1019.20	1608.00	1178.40	2238.99	
0.21	0.00	1.10	1.12	1148.80	1608.00	1237.60	2331.75	
0.20	0.02	1.11	1.12	1369.60	1659.20	1020.00	2381.00	
0.17	0.06	1.09	1.10	1200.00	785.60	541.60	1533.13	
0.15	0.07	1.09	1.10	926.40	554.40	496.00	1188.10	
0.14	0.06	1.09	1.10	886.40	649.60	562.40	1234.50	
0.14	0.05	1.10	1.11	886.40	833.60	800.80	1456.67	
0.13	0.02	1.11	1.12	886.40	867.20	800.80	1476.15	
0.13	-0.00	1.11	1.12	886.40	938.40	800.80	1519.07	
0.13	-0.02	1.11	1.11	955.20	1074.40	990.40	1745.75	
0.14	-0.01	1.10	1.11	1067.20	1375.20	990.40	2002.74	
0.13	-0.02	1.10	1.10	1220.00	1636.80	1138.40	2337.41	
0.11	-0.01	1.12	1.12	1263.20	1703.20	1652.00	2688.06	
0.10	-0.03	1.12	1.12	1267.20	2261.60	1643.20	3069.32	
0.10	-0.05	1.11	1.12	1261.60	2204.00	1950.40	3202.08	
0.10	-0.08	1.10	1.11	1492.80	2365.60	1950.40	3410.07	
0.09	-0.09	1.08	1.09	1492.80	2028.80	2002.40	3217.78	
0.10	-0.09	1.06	1.07	1508.80	2267.20	1524.80	3121.17	
0.11	-0.06	1.05	1.06	1492.80	2512.00	1340.80	3215.02	
0.10	-0.03	1.05	1.06	1664.00	1586.40	1290.40	2636.42	
0.08	-0.04	1.05	1.06	1146.40	1463.20	1296.00	2266.01	
0.08	-0.04	1.06	1.07	1146.40	1355.20	1142.40	2110.90	
0.10	-0.05	1.04	1.05	1353.60	906.40	661.60	1758.27	
0.13	-0.04	1.04	1.05	1349.60	1049.60	508.00	1783.58	
0.16	-0.03	1.04	1.05	1618.40	1237.60	388.00	2073.99	
0.20	0.00	1.05	1.07	1506.40	987.20	604.00	1899.64	
0.24	0.02	1.06	1.09	984.00	657.60	813.60	1436.19	
0.26	0.03	1.08	1.11	739.20	490.40	813.60	1203.68	
0.26	0.02	1.10	1.13	739.20	534.40	935.20	1306.37	
0.27	0.02	1.13	1.16	739.20	425.60	803.20	1171.62	
0.29	0.02	1.15	1.18	739.20	425.60	636.00	1063.98	
0.29	0.02	1.17	1.20	594.40	434.40	788.80	1078.99	
0.28	0.01	1.19	1.23	920.00	661.60	948.00	1477.44	
0.26	-0.01	1.22	1.25	1013.60	822.40	1083.20	1696.19	
0.23	-0.03	1.25	1.28	1013.60	822.40	867.20	1567.09	
0.21	-0.05	1.28	1.30	915.20	729.60	700.80	1364.19	
0.21	-0.06	1.29	1.31	915.20	679.20	700.80	1337.92	
0.20	-0.06	1.31	1.32	802.40	628.80	579.20	1172.48	
0.19	-0.06	1.31	1.32	850.40	743.20	564.80	1262.75	
0.19	-0.05	1.30	1.32	825.60	802.40	704.80	1349.89	
0.20	-0.05	1.29	1.30	1110.40	852.00	1056.80	1753.77	
0.21	-0.02	1.26	1.27	1110.40	1376.80	1380.00	2243.43	
0.23	0.02	1.22	1.24	1170.40	1376.80	1570.40	2394.07	
0.29	0.04	1.18	1.22	2089.60	1326.40	1567.20	2929.48	
0.30	0.07	1.17	1.21	1919.20	1218.40	1567.20	2761.15	
0.31	0.08	1.15	1.19	1906.40	1151.20	1551.20	2714.01	
0.30	0.09	1.12	1.16	2057.60	1116.80	1871.20	2997.06	
0.29	0.09	1.08	1.12	2032.80	1105.60	2204.80	3196.21	
0.27	0.10	1.03	1.07	2243.20	1181.60	2439.20	3518.21	
0.26	0.11	0.99	1.02	2347.20	1369.60	2093.60	3430.50	
0.22	0.12	0.97	1.00	2441.60	1105.60	1770.40	3212.18	
0.17	0.13	0.95	0.97	3004.80	1514.40	1787.20	3810.03	
0.14	0.14	0.95	0.97	3004.80	1514.40	1787.20	3810.03	
0.08	0.12	0.94	0.95	1366.40	1974.40	1787.20	2993.22	
0.08	0.11	0.93	0.94	1366.40	1611.20	1666.40	2690.71	
0.06	0.11	0.94	0.95	1376.00	1611.20	1974.40	2896.13	
0.05	0.08	0.98	0.98	1336.00	1876.80	2272.80	3236.19	
0.06	0.06	1.01	1.02	1407.20	2083.20	2272.80	3389.03	
0.04	0.05	1.06	1.06	1735.20	2083.20	2272.80	3537.83	
0.01	0.02	1.11	1.11	2212.80	2083.20	2362.40	3849.30	
-0.02	0.01	1.15	1.15	1713.60	2083.20	2362.40	3585.68	
-0.01	-0.03	1.19	1.19	1713.60	1798.40	1901.60	3128.38	
-0.01	-0.06	1.22	1.22	1713.60	1172.80	2104.00	2956.13	
-0.02	-0.06	1.27	1.27	1895.20	1231.20	2048.00	3049.91	
-0.03	-0.05	1.31	1.31	1720.00	1540.80	2051.20	3088.67	
-0.04	-0.03	1.34	1.34	1796.00	1755.20	1752.80	3062.46	
-0.06	0.02	1.35	1.35	1860.80	2271.20	1752.80	3419.54	
-0.07	0.08	1.34	1.35	1510.40	1899.20	1752.80	2993.42	
-0.05	0.13	1.33	1.33	1875.20	2260.00	2321.60	3743.50	
0.01	0.19	1.30	1.31	2087.20	1949.60	1899.20	3429.91	
0.05	0.22	1.27	1.29	1504.00	1949.60	2287.20	3360.69	
0.09	0.26	1.24	1.27	1123.20	1949.60	2287.20	3208.40	
0.11	0.32	1.20	1.25	1192.00	1799.20	2484.80	3291.23	
0.13	0.37	1.15	1.21	1145.60	1718.40	2484.80	3231.03	
0.15	0.41	1.08	1.16	1145.60	1504.00	2470.40	3110.83	
0.15	0.43	1.01	1.11	1145.60	988.00	2356.80	2800.54	
0.16	0.43	0.94	1.05	1084.80	1233.60	1398.40	2157.33	
0.14	0.40	0.90	0.99	1305.60	1811.20	1028.00	2458.01	
0.13	0.35	0.90	0.98	1305.60	1996.80	1028.00	2597.80	
0.11	0.28	0.91	0.96	1151.20	2396.80	1321.60	2969.27	
0.11	0.22	0.94	0.97	1151.20	2417.60	1360.00	3003.27	
0.09	0.15	0.97	0.99	1389.60	2729.60	1814.40	3560.02	
0.07	0.07	1.01	1.01	1537.60	2855.20	1742.40	3681.35	
0.04	-0.01	1.03	1.03	1464.00	2832.80	1676.00	3602.36	
0.02	-0.09	1.04	1.05	938.40	2381.60	1676.00	3059.67	
0.02	-0.15	1.06	1.07	938.40	1939.20	1676.00	2729.48	
0.01	-0.19	1.08	1.09	752.80	1361.60	1810.40	2387.09	
0.02	-0.22	1.12	1.14	717.60	1412.80	1385.60	2104.96	
0.02	-0.26	1.15	1.18	717.60	1181.60	1708.80	2197.98	
0.02	-0.29	1.19	1.22	772.80	1362.40	2048.00	2578.31	
0.00	-0.31	1.23	1.26	652.00	1050.40	1748.00	2141.02	
-0.01	-0.31	1.25	1.28	736.80	938.40	1748.00	2116.36	
-0.02	-0.30	1.26	1.30	524.80	960.80	1748.00	2062.54	
-0.01	-0.29	1.26	1.30	1031.20	1338.40	1748.00	2431.09	
0.02	-0.27	1.26	1.29	1219.20	1512.00	1867.20	2694.26	
0.04	-0.24	1.25	1.28	1299.20	1560.80	1937.60	2806.83	
0.07	-0.21	1.25	1.26	1206.40	1951.20	1937.60	3002.81	
0.08	-0.17	1.23	1.25	1101.60	1957.60	1937.60	2966.48	
0.07	-0.12	1.20	1.21	1202.40	1957.60	1948.00	3012.09	
0.06	-0.07	1.17	1.18	1336.80	1878.40	1948.00	3018.30	
0.06	-0.01	1.13	1.13	1236.80	1735.20	2041.60	2951.05	
0.09	0.00	1.12	1.12	1877.60	1518.40	1585.60	2888.78	
0.12	0.03	1.10	1.11	1570.40	1722.40	1585.60	2819.03	
0.13	0.04	1.11	1.12	1303.20	1652.00	1585.60	2634.68	
0.13	0.04	1.15	1.16	1294.40	1676.00	2086.40	2972.80	
0.12	0.02	1.19	1.20	1624.00	2384.00	2225.60	3643.37	
0.10	-0.01	1.24	1.24	1308.00	2384.00	1976.00	3361.38	
0.09	-0.04	1.28	1.29	1178.40	2260.00	2163.20	3343.00	
0.09	-0.06	1.32	1.33	1234.40	2260.00	1716.80	3094.95	
0.10	-0.08	1.35	1.36	1119.20	2428.00	1812.80	3230.18	
0.12	-0.10	1.38	1.39	926.40	1811.20	1053.60	2291.01	
0.13	-0.08	1.38	1.39	1040.80	1348.80	1053.60	2003.15	
0.13	-0.10	1.38	1.39	1040.80	1123.20	1053.60	1858.74	
0.14	-0.10	1.38	1.39	1040.80	1244.80	1088.00	1953.60	
0.14	-0.11	1.36	1.38	1048.00	890.40	1176.00	1809.45	
0.16	-0.10	1.34	1.35	1068.00	852.80	1265.60	1862.70	
0.18	-0.09	1.31	1.32	1068.00	852.80	1265.60	1862.70	
0.19	-0.08	1.28	1.30	924.80	611.20	1228.80	1654.92	
0.21	-0.08	1.25	1.27	932.80	652.80	1317.60	1741.36	
0.23	-0.07	1.21	1.23	654.40	542.40	1340.00	1586.83	
0.24	-0.07	1.16	1.19	531.20	542.40	1584.80	1757.26	
0.24	-0.08	1.11	1.13	673.60	681.60	1697.60	1949.40	
0.23	-0.08	1.07	1.09	775.20	782.40	1469.60	1836.52	
0.21	-0.07	1.04	1.06	964.00	648.80	1381.60	1805.29	
0.19	-0.08	1.03	1.05	1124.80	695.20	1292.00	1848.71	
0.18	-0.09	1.02	1.04	984.80	992.00	1346.40	1940.80	
0.17	-0.10	1.01	1.02	1009.60	884.80	1412.80	1948.89	
0.17	-0.09	0.98	1.00	1009.60	1029.60	1588.80	2145.61	
0.16	-0.10	0.96	0.97	1252.00	1029.60	1224.00	2031.20	
0.13	-0.09	0.94	0.96	1491.20	1014.40	862.40	1999.10	
0.09	-0.10	0.94	0.95	1489.60	957.60	862.40	1969.68	
0.05	-0.09	0.95	0.95	1232.80	751.20	687.20	1598.86	
0.02	-0.09	0.95	0.96	1300.80	721.60	720.00	1652.63	
-0.02	-0.10	0.96	0.97	1346.40	643.20	618.40	1615.21	
-0.05	-0.10	0.95	0.96	1432.00	640.80	572.80	1670.13	
-0.09	-0.09	0.95	0.95	1450.40	533.60	528.80	1633.41	
-0.14	-0.08	0.94	0.95	1502.40	359.20	342.40	1582.24	
-0.18	-0.07	0.93	0.95	1260.00	486.40	508.00	1443.00	
-0.22	-0.06	0.92	0.95	1051.20	546.40	516.80	1292.54	
-0.25	-0.04	0.91	0.95	898.40	529.60	574.40	1190.60	
-0.28	-0.03	0.90	0.94	908.80	564.00	552.80	1203.99	
-0.31	-0.01	0.90	0.95	652.00	564.00	552.80	1024.10	
-0.33	0.00	0.89	0.95	520.80	564.00	552.80	946.00	
-0.34	0.02	0.88	0.95	435.20	564.00	544.00	896.34	
-0.35	0.03	0.88	0.95	289.60	483.20	536.00	777.59	
-0.35	0.04	0.89	0.95	253.60	323.20	677.60	792.41	
-0.35	0.04	0.89	0.96	283.20	212.00	700.00	784.31	
-0.35	0.04	0.90	0.97	310.40	222.40	700.00	797.38	
-0.34	0.04	0.92	0.98	311.20	256.00	700.00	807.70	
-0.33	0.03	0.93	0.99	399.20	256.00	704.80	849.49	
-0.32	0.02	0.95	1.00	447.20	311.20	560.80	781.88	
-0.31	0.01	0.96	1.00	500.00	300.00	504.00	770.72	
-0.29	0.00	0.96	1.00	539.20	287.20	408.00	734.63	
-0.27	-0.01	0.97	1.00	574.40	287.20	327.20	720.75	
-0.25	-0.02	0.97	1.00	512.00	280.80	327.20	669.37	
-0.23	-0.03	0.96	0.99	552.00	299.20	327.20	708.01	
-0.22	-0.04	0.96	0.99	524.80	288.80	258.40	652.37	
-0.20	-0.05	0.96	0.98	524.00	306.40	294.40	674.63	
-0.19	-0.06	0.97	0.99	436.00	344.00	289.60	626.34	
-0.17	-0.07	0.97	0.98	432.00	288.00	289.60	594.50	
-0.16	-0.07	0.97	0.99	417.60	267.20	297.60	578.23	
-0.15	-0.08	0.98	0.99	326.40	315.20	299.20	543.52	
-0.14	-0.08	0.98	1.00	228.00	338.40	294.40	503.16	
-0.14	-0.09	0.99	1.01	198.40	304.80	284.00	461.43	
-0.14	-0.10	1.00	1.02	159.20	224.00	352.00	446.57	
-0.13	-0.10	1.01	1.03	231.20	304.80	380.80	539.78	
-0.13	-0.11	1.03	1.04	313.60	336.00	432.80	631.31	
-0.12	-0.12	1.04	1.05	339.20	304.00	548.00	712.58	
-0.11	-0.12	1.06	1.07	354.40	395.20	714.40	890.03	
-0.10	-0.13	1.08	1.10	377.60	395.20	719.20	903.33	
-0.10	-0.14	1.10	1.11	377.60	330.40	717.60	875.61	
-0.09	-0.14	1.12	1.13	449.60	273.60	667.20	849.80	
-0.07	-0.14	1.13	1.14	516.00	367.20	573.60	854.46	
-0.05	-0.13	1.14	1.15	568.00	388.80	471.20	834.16	
-0.03	-0.13	1.15	1.15	522.40	388.80	531.20	840.38	
-0.01	-0.13	1.16	1.17	515.20	388.80	623.20	897.20	
0.00	-0.12	1.17	1.18	554.40	388.80	618.40	917.03	
0.02	-0.12	1.19	1.20	623.20	388.80	656.00	984.82	
0.05	-0.12	1.20	1.21	671.20	288.00	749.60	1046.59	
0.07	-0.12	1.22	1.23	734.40	330.40	823.20	1151.59	
0.09	-0.12	1.24	1.25	695.20	376.80	823.20	1141.46	
0.12	-0.13	1.26	1.27	687.20	376.80	823.20	1136.61	
0.14	-0.14	1.28	1.29	640.80	383.20	800.00	1094.29	
0.16	-0.15	1.29	1.31	672.80	349.60	674.40	1014.74	
0.18	-0.16	1.29	1.32	628.80	272.00	540.80	872.83	
0.20	-0.17	1.29	1.31	564.00	199.20	744.80	955.25	
0.22	-0.17	1.27	1.30	432.80	168.80	913.60	1024.93	
0.22	-0.17	1.24	1.28	323.20	188.00	1032.80	1098.40	
0.23	-0.16	1.21	1.25	260.00	192.80	1091.20	1138.20	
0.23	-0.16	1.18	1.21	227.20	207.20	1068.00	1111.38	
0.23	-0.15	1.15	1.18	219.20	203.20	1067.20	1108.27	
0.22	-0.15	1.12	1.15	420.00	232.00	906.40	1025.57	
0.21	-0.14	1.09	1.12	489.60	217.60	734.40	909.07	
0.20	-0.13	1.07	1.09	489.60	236.80	654.40	850.89	
0.19	-0.12	1.04	1.07	480.00	339.20	540.80	798.70	
0.17	-0.11	1.03	1.05	426.40	271.20	474.40	693.12	
0.17	-0.10	1.01	1.03	352.80	296.00	355.20	581.59	
0.16	-0.09	1.01	1.03	327.20	291.20	296.80	529.10	
0.15	-0.09	1.02	1.03	340.80	276.80	533.60	691.01	
0.14	-0.09	1.02	1.04	436.80	276.80	533.60	743.06	
0.13	-0.08	1.03	1.04	285.60	403.20	523.20	719.64	
0.14	-0.07	1.03	1.04	515.20	368.00	523.20	821.34	
0.15	-0.07	1.03	1.05	467.20	343.20	581.60	821.17	
0.15	-0.06	1.04	1.05	434.40	235.20	608.00	783.38	
0.16	-0.09	1.06	1.08	462.40	929.60	959.20	1413.52	
